#RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited
2262,15681402,Ngozichukwuka,763,Female,61,1,1,1,143981,0
2264,15594685,Hall,757,Female,49,2,2,0,164483,0
2269,15777553,Hanson,659,Female,56,9,1,1,99504,1
2273,15570835,Fallaci,491,Female,57,4,1,1,41230,1
2275,15808044,Ts'ui,580,Female,65,9,3,1,107891,1
2276,15579208,Chikezie,550,Female,48,6,2,1,191870,0
2277,15684951,He,542,Female,59,2,2,1,7905,1
2286,15783615,Ramos,630,Male,50,3,4,1,47775,1
2290,15789097,Keeley,644,Male,48,8,2,0,44966,1
2291,15674880,Archer,658,Male,50,2,2,1,52138,0
2297,15582714,Napolitani,749,Male,47,9,1,0,135655,1
2299,15614034,Martin,607,Male,61,2,2,1,35787,0
2302,15757577,Odili,676,Female,61,8,2,1,118523,0
2303,15736656,H?,723,Female,49,4,2,0,89972,0
2308,15732020,Rutherford,610,Male,57,6,2,0,186612,0
2310,15621210,Angelo,599,Male,46,9,1,1,31368,1
2313,15724223,Bronner,545,Female,55,5,1,0,10035,1
2317,15624388,Henderson,649,Female,50,5,1,1,87351,1
2324,15784676,Fanucci,583,Male,51,6,2,1,165082,0
2336,15581440,Christie,724,Female,48,6,2,1,80552,1
2345,15642345,Y?,714,Female,49,4,1,1,7572,1
2347,15706163,Enyinnaya,518,Male,46,4,1,0,92727,1
2348,15746708,Ritchie,589,Male,55,7,1,1,65157,1
2351,15646764,Lorenzo,617,Female,58,3,2,1,35199,1
2369,15769312,Forbes,557,Male,48,10,2,1,185094,0
2370,15708212,Lin,648,Female,54,7,1,1,172587,1
2378,15637650,Williams,549,Male,50,9,2,0,13608,0
2387,15637240,Wei,541,Male,46,4,2,1,94499,0
2393,15656912,Aitken,649,Male,51,4,1,1,150391,0
2396,15672374,Pai,672,Male,52,8,1,0,56407,1
2400,15672516,Wall,541,Male,51,7,2,1,179862,0
2409,15754112,Musgrove,653,Male,55,7,2,1,41967,0
2415,15806027,Niu,556,Female,52,9,1,1,175149,1
2417,15707120,Cocci,850,Male,46,9,1,1,88921,0
2420,15722765,Owen,580,Female,57,0,1,0,108529,0
2421,15783305,Franklin,593,Female,46,7,1,1,145560,0
2428,15661821,Johnstone,798,Female,49,5,1,1,31686,1
2434,15718153,Kao,759,Female,74,6,1,1,48245,0
2435,15613189,Browne,774,Female,52,2,1,1,113266,1
2439,15792525,Lei,628,Female,61,1,1,1,149922,1
2441,15790659,Sheets,701,Male,59,7,2,0,27598,0
2444,15706587,Johnston,560,Male,57,0,2,0,116782,0
2447,15568025,Hsueh,758,Male,51,8,1,1,116520,0
2450,15567980,Frater,537,Female,46,5,1,0,140858,1
2451,15679294,Brennan,589,Female,46,10,2,1,37024,0
2454,15619935,Vanmeter,783,Female,59,9,1,1,4424,0
2455,15636089,Hs?,678,Female,51,1,1,0,109718,1
2456,15727490,Scott,661,Male,47,5,1,0,107243,1
2459,15813303,Rearick,513,Male,88,10,2,1,52952,0
2460,15756920,Genovesi,576,Male,63,9,1,0,78956,1
2463,15704442,Fleming,672,Female,53,9,4,1,147311,1
2472,15595537,Trout,626,Male,49,9,2,1,187192,0
2474,15679249,Chou,351,Female,57,4,1,1,169622,1
2482,15764105,Milne,475,Female,57,1,2,1,89249,0
2495,15671917,Wade,666,Male,46,5,1,1,177844,0
2496,15666548,Chung,466,Female,56,2,3,1,197634,1
2509,15661974,Pirozzi,677,Male,46,2,1,1,158531,0
2510,15689341,Gibbs,655,Female,50,10,4,1,179268,1
2511,15607993,Milne,625,Female,52,2,1,1,84606,0
2513,15769522,O'Connor,734,Male,51,1,1,1,116912,0
2519,15759436,Aksenov,758,Female,50,2,3,1,67944,1
2520,15690231,K'ung,612,Female,62,0,2,1,192892,0
2521,15751561,Meng,498,Male,61,7,1,1,187248,1
2525,15726490,Kirby,782,Male,52,4,1,1,52760,1
2532,15752300,Sagese,607,Male,47,4,1,1,79451,0
2533,15658693,Aksyonova,827,Female,60,2,2,0,60616,0
2534,15631838,Findlay,606,Male,61,5,2,0,8643,0
2537,15752026,Hammer,691,Male,58,3,1,0,194930,1
2540,15569571,Davydova,584,Female,46,6,2,1,120377,1
2542,15679770,Smith,611,Female,61,3,4,0,66238,1
2547,15755178,Ramos,660,Male,50,1,3,1,191849,1
2548,15634772,Mario,682,Female,59,0,1,0,84804,0
2549,15617197,Chien,524,Male,50,4,2,1,31841,1
2552,15631310,Hsieh,537,Female,53,3,1,1,91407,0
2553,15756560,Moran,599,Female,46,7,2,1,83282,0
2554,15732270,Hung,727,Male,71,8,1,1,198447,1
2563,15646566,Bell,763,Female,58,9,1,0,35825,0
2566,15596088,Fanucci,705,Female,50,4,2,0,145159,0
2569,15775905,Moore,612,Female,47,6,1,1,45750,1
2573,15785865,Mazzanti,711,Male,58,9,2,1,26768,0
2575,15688691,Lei,665,Female,51,9,2,0,1113,1
2576,15592736,Lucchese,551,Male,54,5,1,1,176680,1
2583,15703205,Uwaezuoke,656,Female,46,5,2,1,138849,0
2587,15573242,Greene,691,Male,50,6,1,1,2705,0
2594,15755223,Tseng,692,Male,53,7,2,0,119817,0
2595,15787318,Holmwood,537,Female,47,6,1,1,16260,1
2599,15765812,Trevisani,587,Male,48,1,2,1,8908,0
2600,15704844,Hsiung,550,Male,62,7,1,0,64491,0
2610,15755242,Rowe,682,Female,46,2,1,1,114443,0
2615,15640846,Chibueze,546,Female,58,3,4,1,128882,1
2616,15700209,Walker,486,Male,63,9,1,1,85101,0
2620,15800062,Lanford,850,Male,49,8,1,0,25868,1
2629,15775891,Myers,634,Male,48,2,1,1,103712,1
2633,15716000,Hs?eh,638,Male,48,2,2,1,7919,0
2648,15687162,Clayton,461,Male,51,9,1,0,56768,1
2656,15643658,Barber,850,Male,53,2,2,1,36981,0
2660,15679410,Caldwell,729,Female,62,4,1,1,30990,1
2669,15582325,Jennings,524,Male,52,2,1,1,173899,1
2671,15760446,Pagnotto,598,Female,64,9,1,0,13181,1
2674,15574910,Ferguson,601,Male,50,2,1,1,185855,0
2686,15672115,Lettiere,679,Male,60,6,2,1,77332,0
2698,15699450,Li,723,Male,48,7,2,1,150695,0
2704,15627352,Bulgakov,459,Male,46,7,1,1,4969,1
2714,15701318,Poole,763,Male,67,9,1,0,87236,0
2715,15710928,McChesney,665,Female,55,8,1,1,93770,0
2718,15648702,Yuriev,775,Male,70,6,2,1,74532,0
2721,15806688,Manfrin,726,Female,56,8,3,0,130114,1
2726,15597951,Muir,471,Female,58,4,1,1,36315,0
2728,15581748,Shen,754,Male,57,2,2,1,70954,0
2729,15770420,Dillon,749,Male,46,10,2,1,73471,0
2733,15592816,Udokamma,623,Female,48,1,1,1,118855,1
2746,15669957,Drake,655,Male,52,9,1,1,49026,0
2749,15753332,Loftus,401,Male,48,8,1,1,175754,1
2751,15767474,Lorenzo,481,Female,57,9,3,1,169719,1
2761,15591123,Iredale,557,Male,68,2,1,1,38596,0
2762,15573280,Gallagher,646,Male,50,6,2,1,27815,0
2764,15654495,Potter,706,Female,47,6,1,1,140804,0
2773,15680736,Milne,597,Female,72,6,2,1,7144,0
2776,15782468,Hart,850,Male,51,3,2,1,12458,1
2778,15776233,Kruglova,758,Female,61,8,1,1,182184,1
2779,15761141,Palerma,604,Female,71,10,2,1,129984,0
2782,15641416,Shaffer,732,Female,61,9,2,1,157528,1
2788,15700487,Osonduagwuike,805,Male,46,6,3,1,162643,1
2792,15663826,Brim,532,Female,66,3,1,1,115227,0
2795,15597930,Wilson,646,Male,52,8,1,0,172496,1
2801,15646817,Chiekwugo,769,Male,51,9,2,1,40258,0
2803,15723299,Sorokina,774,Male,53,4,1,1,153888,1
2806,15618936,MacDonald,688,Female,51,5,1,1,91624,1
2814,15600934,Randell,758,Female,52,7,1,1,171190,1
2824,15764351,Yuryeva,668,Female,59,5,1,0,50455,0
2831,15701555,Nicholls,575,Male,53,1,2,0,26016,0
2837,15768455,Young,679,Male,60,8,2,1,51381,0
2838,15703059,Scott,549,Female,49,6,1,0,93551,0
2843,15785782,Ugonna,513,Male,48,2,1,1,114709,1
2852,15776454,Hamilton,603,Female,48,5,1,1,100479,1
2854,15648489,Ting,487,Male,53,4,1,1,24208,1
2856,15693203,Powell,710,Female,75,5,2,1,9377,0
2858,15769829,Cheng,534,Male,51,3,2,0,20856,0
2871,15651093,Chien,707,Female,55,1,2,0,54409,0
2873,15671591,Castiglione,439,Male,52,3,4,1,198875,1
2878,15617866,Calabrese,657,Male,67,5,2,1,107534,0
2880,15669411,Muse,750,Female,52,6,1,1,126233,1
2894,15719606,Rivers,657,Male,50,9,2,0,37171,0
2896,15646859,Heydon,621,Male,47,7,1,1,66799,0
2899,15624510,Tien,696,Male,52,6,1,1,27445,1
2902,15603246,Genovesi,498,Male,73,2,2,1,165408,0
2904,15728773,Hsieh,568,Female,47,7,2,1,45978,0
2909,15570769,Kibble,494,Male,69,9,1,1,24489,0
2912,15704987,Lu,649,Female,52,8,1,1,41858,0
2916,15617482,Milanesi,489,Female,52,1,1,1,37240,1
2917,15704583,Chikwado,651,Male,56,2,1,1,114523,1
2918,15621083,Douglas,698,Male,57,6,2,1,72549,1
2922,15599081,Watt,507,Female,46,8,1,1,70324,0
2926,15633531,Lavrov,717,Female,76,9,1,1,68400,0
2927,15744529,Chiekwugo,510,Male,63,8,2,1,115292,0
2933,15724858,Begum,688,Female,54,9,1,1,191213,1
2934,15713144,Ingrassia,588,Male,46,8,1,1,61931,0
2953,15654901,Horton,733,Male,51,10,1,1,130190,0
2956,15807481,Peng,577,Female,46,1,1,1,158751,0
2964,15718071,Tuan,655,Female,51,3,2,0,15801,0
2965,15679760,Slattery,721,Male,46,1,2,0,102951,0
2974,15651983,Fang,591,Female,56,9,1,1,196242,1
2975,15746737,Eames,565,Male,59,9,1,1,170706,0
2989,15684801,Abbott,689,Male,47,1,3,1,156878,1
2992,15699284,Johnson,584,Male,49,8,1,1,113861,0
2993,15786993,Lung,810,Female,51,5,2,0,184525,0
2994,15709441,Cocci,745,Female,59,8,1,1,36125,0
2999,15766289,Dickinson,751,Male,47,5,2,1,162761,0
3004,15801658,Summers,580,Male,55,6,1,0,175750,0
3005,15706185,Clements,596,Male,47,5,2,1,174311,0
3009,15665416,Ferri,779,Male,62,10,1,0,116978,0
3011,15619653,Hannaford,666,Male,47,2,1,1,35047,1
3029,15675185,Chuang,697,Female,48,2,2,1,103944,0
3034,15578006,Yao,787,Female,85,10,2,1,116538,0
3039,15807909,Rubensohn,744,Male,47,9,2,1,113163,0
3048,15767871,H?,784,Male,48,7,2,1,182610,0
3052,15619087,Taylor,762,Male,53,1,1,1,170195,0
3055,15791174,Leibius,540,Male,67,1,1,0,59457,0
3057,15762605,Wall,685,Male,58,1,1,1,154181,0
3059,15744279,Patterson,680,Female,58,8,2,1,65709,0
3086,15571059,Martin,734,Female,54,3,1,1,130806,1
3097,15745083,Lei,613,Male,59,8,1,0,27965,1
3100,15708196,Uchenna,696,Male,60,8,1,1,196858,0
3104,15766609,Jowers,655,Female,47,10,2,1,167779,0
3110,15735878,Law,850,Female,47,10,1,0,26813,1
3111,15707596,Chung,546,Female,74,8,2,1,66733,1
3120,15663161,Chiu,680,Female,51,5,1,0,47795,1
3131,15813113,Chang,795,Female,56,5,1,1,35419,1
3138,15772073,Hodge,664,Male,48,10,1,1,140173,1
3139,15701537,Ignatiev,756,Male,60,2,1,1,166513,1
3143,15586996,Azikiwe,697,Female,76,7,2,0,188772,0
3145,15638003,Komarova,648,Male,55,1,1,0,181534,0
3146,15775590,Mackay,482,Female,48,2,1,0,102641,1
3155,15609637,Nkemakolam,652,Male,51,7,2,0,43496,0
3167,15746203,Hsia,555,Male,62,4,1,0,43507,1
3168,15583137,Pope,637,Female,48,7,2,1,132006,1
3169,15680752,Horrocks,675,Female,49,0,1,1,80497,1
3172,15589449,Frye,815,Female,56,3,3,1,94248,1
3181,15750447,Ozoemena,678,Female,60,10,1,1,147490,1
3185,15631070,Gerasimova,667,Male,55,9,1,1,137675,1
3193,15566689,Chimaoke,554,Male,66,8,2,1,116748,0
3194,15725794,Winters,659,Female,49,1,1,1,116250,1
3200,15678201,Robertson,548,Female,46,1,1,1,104469,1
3204,15787550,Chao,719,Male,69,3,2,1,58320,0
3205,15603942,Hawthorn,547,Male,50,3,3,0,177747,1
3207,15596761,Hawdon,515,Male,60,9,1,1,18424,1
3208,15652400,Moss,667,Male,56,2,1,0,18898,0
3211,15733964,Russo,606,Female,53,1,1,1,75860,0
3214,15594762,Pisani,827,Male,46,1,1,1,13460,0
3218,15623502,Morrison,598,Female,56,4,1,1,44251,0
3230,15589715,Fulks,584,Female,66,5,1,1,49553,1
3235,15664907,Alexander,527,Male,47,1,1,1,21312,1
3239,15588080,Giles,675,Male,54,6,1,1,110274,1
3241,15717560,Martin,580,Male,50,0,1,1,57541,1
3247,15579212,Chuang,638,Male,57,6,1,1,33676,1
3251,15587419,Shipton,611,Male,58,8,2,0,107666,1
3255,15778368,Allan,552,Male,50,4,1,1,117505,1
3258,15709183,Davidson,707,Female,58,3,1,1,114673,0
3262,15768293,Sun,614,Male,51,3,2,1,5552,0
3263,15654456,Napolitano,511,Male,48,6,1,0,88308,1
3269,15611430,Abramowitz,690,Male,54,5,1,1,12848,1
3273,15793890,Harriman,728,Female,59,4,1,1,163366,1
3277,15577806,Chiu,794,Female,54,1,1,1,192155,0
3281,15715622,To Rot,583,Female,57,3,1,0,147965,1
3284,15775335,Ellis,635,Female,48,4,2,1,191914,0
3285,15724150,Nkemdirim,814,Male,48,9,1,1,185792,0
3306,15574072,Ch'ien,786,Female,62,8,1,1,165703,0
3309,15733014,Nolan,813,Female,62,10,2,0,140454,0
3311,15746076,Saunders,506,Male,50,3,2,1,12017,0
3312,15608226,McMorran,513,Male,72,3,1,1,81251,0
3314,15638988,Fu,684,Male,54,6,2,1,94889,0
3315,15628767,Hotchin,608,Female,63,3,2,1,175696,1
3317,15758116,Rossi,666,Male,53,5,1,1,128019,1
3318,15575119,Hughes,779,Male,71,3,2,1,146895,1
3325,15815420,McDaniels,808,Male,47,8,1,0,74028,0
3327,15799626,Donaghy,637,Male,50,4,1,0,17323,1
3338,15647385,Ch'iu,579,Male,56,4,1,0,4524,1
3343,15775663,Otitodilichukwu,712,Male,53,6,2,1,132703,0
3347,15726747,Donaldson,714,Male,63,4,1,0,166678,0
3360,15747878,Aiken,739,Male,60,4,1,1,51638,0
3362,15754952,Su,602,Female,48,7,2,0,127095,0
3365,15763544,Thompson,673,Male,47,1,2,0,108762,0
3367,15684010,Tuan,640,Female,74,2,1,1,34130,0
3369,15733303,Liu,630,Male,67,5,2,1,27330,0
3371,15749905,Carr,698,Female,47,6,1,1,50214,1
3375,15772573,Simpson,735,Male,55,2,1,0,163516,0
3376,15733234,Moretti,777,Female,58,4,1,1,62449,1
3379,15571302,Estep,529,Male,72,5,1,1,78696,0
3382,15629511,Lavrentiev,738,Male,49,6,1,1,123499,0
3383,15570629,Alexeyeva,655,Female,72,5,2,1,99920,0
3385,15693732,Kilgour,775,Female,66,9,2,1,67622,0
3388,15798024,Lori,537,Male,84,8,1,1,186236,0
3390,15724863,Sheppard,420,Female,55,4,1,1,144870,1
3392,15780411,Norris,570,Female,46,3,2,0,820,0
3397,15720354,Knowles,581,Male,71,4,2,1,197562,0
3404,15611800,Loggia,624,Female,62,7,2,1,151412,0
3406,15793693,Mahomed,694,Male,60,9,1,1,57089,0
3410,15593736,Cook,598,Female,46,7,1,0,184980,1
3427,15658668,Hunter,581,Male,49,10,2,0,41624,0
3435,15712303,Valentin,692,Male,66,4,1,1,118188,0
3441,15745605,Trevisan,722,Female,47,2,1,1,90656,1
3444,15606755,Moretti,597,Female,46,4,2,1,58667,1
3450,15705777,Real,710,Male,49,10,1,1,193267,0
3453,15722965,Yefimova,757,Male,57,3,1,1,53179,1
3463,15713596,Ugochukwu,428,Female,62,1,1,0,58382,0
3469,15769586,Horan,820,Female,49,1,2,1,119087,0
3480,15743714,Ch'ien,468,Male,46,7,1,1,10958,0
3494,15765461,Giles,632,Male,47,3,2,1,178822,0
3496,15787161,Pisani,591,Male,46,4,1,1,163504,0
3498,15588944,Maughan,456,Female,63,1,2,0,140758,1
3500,15759566,Tochukwu,617,Male,74,10,2,1,53950,0
3503,15660505,Romani,735,Male,46,2,1,1,114371,1
3522,15812706,Mazure,627,Male,49,4,1,0,146680,0
3528,15650545,Tomlinson,849,Male,69,7,1,1,139066,0
3532,15653251,Hickey,408,Female,84,8,1,0,188485,1
3538,15632324,Pisani,602,Male,59,7,2,1,162347,0
3542,15637169,Maclean,838,Female,67,4,1,1,78310,0
3544,15801218,Bermudez,675,Male,49,8,1,0,179521,1
3550,15647725,Napolitano,675,Female,61,5,3,1,166305,1
3551,15648455,Kung,647,Male,51,4,1,1,29884,0
3557,15651823,Nkemjika,590,Female,60,6,1,1,88206,1
3560,15727353,Ch'ang,650,Female,64,7,1,1,32275,1
3564,15687270,Iroawuchi,491,Female,61,8,2,0,139862,0
3565,15803121,Chia,847,Male,51,5,1,0,144184,1
3570,15761670,Morley,695,Female,50,8,1,1,126382,1
3571,15706005,Roberts,674,Male,46,2,1,1,90190,1
3574,15791988,Chinomso,670,Male,68,4,2,1,11427,0
3576,15625151,Wan,640,Female,66,9,1,0,184636,0
3587,15652626,Grave,826,Male,55,4,1,1,140126,0
3590,15785406,Watts,446,Female,51,4,1,0,70614,0
3593,15628886,Matlock,677,Male,56,5,1,1,60591,1
3594,15699325,Fedorova,555,Female,62,10,1,0,8445,0
3601,15573599,Adamson,506,Female,57,6,2,0,194421,1
3602,15747208,Watt,608,Male,50,6,1,1,93569,1
3603,15582762,Mazzanti,667,Male,77,2,1,1,34703,0
3604,15772528,Mishin,750,Female,47,7,2,1,54474,1
3611,15711716,Ferguson,580,Female,56,1,1,1,106919,1
3616,15639357,Allan,415,Male,46,9,3,0,178587,1
3617,15738907,Tobenna,798,Female,60,6,1,1,31907,1
3619,15750867,Nucci,489,Female,46,8,1,1,147223,1
3623,15720338,Mazzanti,592,Male,55,8,2,1,128918,0
3630,15738291,Nevzorova,671,Female,48,8,2,0,83211,0
3631,15782456,Odili,656,Male,46,9,2,0,193099,0
3634,15629846,Sheehan,827,Female,47,8,2,1,108978,0
3638,15809320,McElhone,845,Female,52,0,1,1,31727,1
3640,15793049,Atkins,680,Female,48,8,1,1,139559,1
3642,15613623,Tilley,640,Male,62,3,1,1,101663,0
3646,15607263,McCartney,788,Male,55,3,1,0,13288,1
3647,15610900,Thompson,770,Female,70,9,1,1,22667,1
3648,15624775,Onyeoruru,729,Male,67,2,1,0,102391,0
3649,15691703,Shih,545,Male,47,8,1,0,67830,1
3652,15628999,Townsend,732,Male,79,10,1,1,104223,0
3654,15744240,Shen,688,Female,46,0,1,0,6866,0
3672,15616666,Artemova,646,Female,52,6,2,0,68367,0
3684,15727197,Pinto,576,Female,52,9,2,0,148478,1
3691,15654959,Hope,670,Male,67,6,1,1,118607,0
3692,15760244,Ives,590,Female,76,5,1,0,13849,0
3694,15722246,Omeokachie,742,Female,60,4,1,1,13162,1
3698,15565796,Docherty,745,Male,48,10,1,1,74511,0
3702,15678317,Manfrin,603,Male,46,2,2,1,59563,0
3703,15698335,Bergamaschi,504,Female,73,8,1,1,34596,0
3710,15812616,Enyinnaya,707,Female,49,10,1,1,82968,1
3716,15640409,Carpenter,817,Female,46,0,1,0,87942,1
3720,15577999,Sleeman,850,Female,62,1,1,1,70916,1
3725,15703541,Wang,772,Female,51,9,1,0,46676,1
3729,15806210,Bateman,675,Male,66,5,2,1,131971,0
3732,15568573,Graham,554,Female,51,7,1,0,179798,1
3733,15689598,Dean,722,Male,46,6,1,1,93918,1
3734,15713374,Jarvis,689,Male,67,9,1,1,99490,0
3762,15759140,Long,682,Female,64,10,1,0,66041,0
3765,15615820,MacDonald,837,Male,49,8,1,1,50975,0
3770,15663263,Collins,698,Male,47,5,2,0,1056,0
3775,15691785,Findlay,850,Male,61,1,1,1,53068,1
3779,15658486,Gidney,579,Female,59,3,1,1,74878,0
3781,15685290,Wall,595,Male,46,5,2,1,48421,1
3791,15756751,Griffiths,596,Female,54,0,1,1,153483,1
3794,15584037,Denisov,727,Male,58,5,1,1,25881,1
3798,15669887,Lambert,839,Female,51,3,1,1,69101,1
3804,15651264,Yobanna,850,Male,51,4,1,0,118545,1
3814,15665402,Panicucci,703,Male,73,5,1,1,159677,0
3820,15718289,Bradley,553,Male,46,3,1,1,112550,1
3822,15685245,Jowett,608,Female,56,5,2,0,153810,0
3827,15751774,Monnier,774,Male,76,4,1,1,143133,0
3828,15654733,Hsieh,794,Male,57,3,1,1,93337,1
3829,15809777,Gadsden,497,Female,55,7,1,1,9973,0
3832,15695356,Chinwemma,722,Male,46,5,2,1,179909,0
3837,15602797,Okwudilichukwu,645,Female,49,5,3,0,187690,1
3839,15778154,Kung,628,Male,50,4,1,0,14218,1
3841,15662884,Naylor,739,Male,58,1,1,0,160123,1
3842,15750778,Ponomarev,653,Female,60,2,4,1,138160,1
3847,15737354,Yin,554,Female,48,7,2,1,63708,0
3881,15726945,Andreev,677,Female,72,8,2,1,153604,0
3882,15794276,Steele,588,Female,64,3,1,1,189704,0
3886,15618255,Fedorov,642,Female,56,6,2,1,143050,1
3888,15769110,Stehle,653,Female,46,5,2,1,49708,0
3889,15576094,Sung,743,Male,71,0,2,0,29838,0
3899,15750156,Yu,662,Male,59,2,1,1,8059,1
3905,15566633,Freeman,698,Male,55,8,2,1,144584,0
3908,15658890,Belonwu,603,Male,46,4,2,1,86190,0
3910,15726487,P'eng,431,Male,63,6,1,1,168008,0
3911,15698716,Baker,620,Female,70,3,2,1,33350,1
3913,15655590,Garcia,581,Male,46,2,2,0,188493,0
3914,15732266,Field,553,Male,53,5,1,1,165379,1
3918,15640258,Chou,685,Female,50,6,2,1,50664,1
3922,15743871,Nkemdirim,567,Male,59,3,2,1,25844,1
3928,15651943,Richards,580,Female,65,1,2,0,103182,0
3931,15626008,Miller,622,Female,52,9,1,1,162756,1
3935,15705765,Lane,581,Female,46,1,2,1,104272,0
3941,15659736,Herbert,716,Male,66,5,1,0,10070,1
3944,15671915,Bowen,649,Male,46,5,2,1,76947,0
3948,15719950,Sutherland,682,Male,61,10,1,1,172141,0
3949,15743818,Rowley,748,Male,58,9,2,0,124429,0
3952,15619972,Akabueze,807,Female,47,9,1,0,125440,1
3957,15754342,Green,597,Female,60,0,1,0,48503,0
3960,15663164,Yudin,663,Male,49,7,3,1,84359,1
3961,15616811,MacDonald,535,Male,47,0,1,0,145986,0
3976,15720071,Fiorentini,535,Female,49,3,1,0,61820,1
3981,15695792,Ch'ien,673,Male,65,0,1,1,85733,0
3983,15627665,Sung,614,Male,46,4,1,1,74380,1
3992,15601659,Fiorentino,496,Female,59,7,2,1,163141,1
3995,15763097,Siciliano,809,Male,80,8,2,0,34164,0
3999,15737071,Tang,639,Female,60,5,1,1,84362,1
4002,15792064,Pai,545,Male,53,5,1,1,180598,1
4006,15677052,Ko,589,Female,59,2,2,1,126160,1
4011,15685654,Allan,514,Male,66,9,2,1,14234,0
4013,15726814,Walton,554,Male,46,4,2,0,57321,0
4014,15653776,Salier,720,Female,57,1,4,0,27146,1
4015,15597914,Evdokimov,641,Female,51,2,4,1,26913,1
4018,15678034,Grosse,811,Male,46,9,1,1,13465,1
4022,15697100,Wright,772,Female,48,6,1,1,184565,1
4026,15640769,Hobbs,660,Male,63,8,1,1,42790,0
4027,15606641,Beggs,762,Male,56,10,3,1,77142,1
4034,15569079,Hagins,632,Male,48,6,1,1,64346,1
4038,15807563,Ch'iu,841,Female,52,5,1,0,183240,1
4049,15653715,Coates,602,Female,63,7,2,1,56323,0
4052,15725639,Ignatyev,793,Female,63,9,1,1,184243,0
4054,15785385,Fiorentino,550,Male,51,5,2,1,153917,0
4055,15734762,Ignatiev,602,Female,56,3,3,1,4176,1
4056,15767129,Munz,452,Female,60,6,1,1,142963,0
4064,15575691,Palerma,689,Female,58,5,2,0,49849,0
4071,15611551,Hill,676,Male,48,1,2,0,14152,0
4072,15732430,H?,850,Female,54,4,1,1,66963,0
4077,15676404,Kirillov,672,Female,50,1,1,1,12107,1
4079,15690440,Stiles,656,Male,47,1,2,1,197962,0
4088,15659962,McIntosh,637,Male,60,3,2,1,70174,0
4090,15596979,Fang,662,Female,47,6,2,1,129393,0
4094,15798470,Scannell,764,Female,48,1,1,1,158324,1
4096,15616929,De Luca,730,Male,62,5,1,0,61514,0
4102,15589544,Wallis,673,Female,57,4,2,1,49684,0
4105,15676571,Bezrukova,850,Male,55,6,1,1,944,1
4115,15647008,Adams,624,Male,54,3,1,1,110498,1
4123,15599403,Wu,577,Male,60,10,2,1,178617,0
4126,15633378,Davidson,692,Female,49,9,2,1,178343,0
4128,15625545,Hussey,712,Male,52,9,1,1,117977,1
4130,15810829,Macfarlan,618,Male,48,7,1,1,13922,1
4132,15738634,Yuan,533,Male,47,9,1,1,137696,0
4138,15698732,K'ung,789,Male,51,3,1,1,74265,0
4143,15609623,McConnell,637,Female,63,5,1,1,28093,1
4148,15712409,Tang,749,Male,66,6,2,1,195430,0
4154,15664001,Riddle,695,Female,53,8,1,0,70141,1
4158,15719793,Watson,850,Male,62,5,2,1,180244,0
4163,15673584,Bell,652,Female,74,5,2,1,937,0
4166,15725478,McClemans,775,Male,60,7,2,1,111559,0
4171,15605665,Nwora,673,Female,69,3,2,1,37196,0
4175,15810593,Forbes,568,Male,51,4,3,1,66587,0
4183,15577587,Reynolds,550,Male,52,5,1,1,41730,1
4185,15635141,Miller,598,Male,59,8,2,0,60192,1
4189,15786153,McKenzie,644,Male,47,9,2,1,151903,0
4193,15610147,Ross,632,Male,60,2,2,0,2085,0
4195,15660524,Hu,572,Female,54,9,1,1,195772,0
4196,15747168,Sanders,626,Female,47,2,1,0,166475,1
4197,15796910,Tsui,625,Female,57,7,1,0,84106,1
4198,15707674,Marino,515,Female,58,2,1,1,81437,1
4202,15621227,Hs?eh,668,Female,46,7,1,1,173052,0
4204,15640922,Demaine,791,Female,52,7,1,1,122783,0
4207,15720929,Kazantseva,604,Female,47,8,3,0,9308,1
4210,15729201,Harewood,682,Male,55,9,1,1,153357,1
4212,15615207,Yeh,792,Male,47,0,1,1,5558,1
4216,15574213,Wilson,789,Female,53,1,1,1,5036,1
4217,15718852,Uren,794,Male,56,9,1,1,71777,0
4224,15588090,Ferri,726,Female,51,8,2,1,140938,1
4225,15735270,Ruggiero,767,Male,47,2,1,1,48161,1
4233,15632977,Hsiao,745,Male,47,5,2,0,145790,0
4242,15626040,McDonald,793,Male,63,0,2,0,27167,0
4243,15746553,Castles,526,Male,50,5,1,0,159457,1
4245,15684908,Davidson,540,Male,64,1,1,0,95421,0
4248,15677906,Owens,637,Female,54,5,1,0,150837,0
4257,15578462,Hs?,596,Female,76,9,1,1,13455,0
4262,15607278,Romano,794,Female,46,8,1,1,46386,0
4265,15761294,Manna,667,Female,56,8,1,1,130847,1
4269,15709941,Feng,753,Male,46,8,3,1,90748,1
4271,15741275,Yuan,623,Female,57,7,2,1,84421,0
4274,15804787,Onyemauchechukwu,562,Male,75,5,1,1,39352,0
4278,15797910,Zetticci,775,Male,51,2,1,1,134902,0
4281,15740527,Lai,766,Female,62,7,1,0,5893,1
4283,15602994,Gorbunov,487,Female,53,10,1,0,90077,0
4288,15657529,Chin,714,Male,53,1,1,1,72496,1
4293,15800287,Micco,706,Female,46,2,2,1,150157,1
4298,15778149,Connolly,538,Male,68,9,2,1,110441,1
4304,15675380,Logan,573,Male,56,3,1,0,115462,1
4305,15770576,Hammond,555,Male,50,7,2,1,62375,0
4308,15702499,Schnaars,770,Male,46,9,1,1,14725,0
