#RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited
1598,15656726,Ch'ien,771,Male,32,5,1,1,40921,0
1600,15719309,Stephens,670,Female,42,1,2,0,29484,0
1603,15751158,Mashman,571,Female,42,4,3,1,55559,1
1604,15593470,Tu,576,Female,36,8,1,1,23306,0
1605,15695129,Milanesi,718,Female,31,1,1,0,17129,0
1606,15640865,Romano,636,Female,31,9,2,1,74642,0
1607,15714080,Goliwe,566,Female,40,2,2,1,154486,0
1609,15801466,Gray,574,Female,39,2,2,1,88464,0
1610,15750248,Wright,619,Female,35,8,1,1,65683,0
1618,15801062,Matthews,557,Female,40,4,2,0,105434,0
1621,15657386,Fiorentini,712,Male,43,1,2,0,90905,0
1622,15777797,Kovalyova,689,Male,38,5,1,1,8652,1
1624,15804516,Builder,589,Male,38,2,1,1,79915,0
1626,15630321,Hu,680,Male,44,3,2,1,86935,0
1628,15591932,Ford,680,Male,32,5,1,1,116958,0
1629,15810347,Todd,662,Female,30,9,2,0,157885,0
1633,15745827,Padovesi,617,Male,30,3,1,1,142940,0
1634,15755868,Farmer,562,Male,35,7,1,0,48870,0
1636,15604804,Lu,516,Female,33,7,1,1,120037,0
1637,15718944,Artemiev,573,Female,37,6,2,1,193995,0
1638,15678626,Okonkwo,538,Female,31,0,2,0,179454,0
1639,15571550,Dore,699,Male,39,9,1,1,80964,0
1640,15723053,T'ang,504,Male,32,8,2,0,15659,0
1644,15708048,Burn,631,Female,34,4,1,1,106893,0
1645,15701109,Andreyev,663,Female,37,7,1,1,185211,0
1646,15600110,Endrizzi,506,Female,41,3,1,1,4035,0
1648,15777904,Nock,703,Female,45,7,2,1,68832,0
1649,15655574,Okeke,698,Female,40,8,1,1,114733,0
1650,15569423,Cunningham,731,Male,41,4,2,1,22299,0
1651,15718106,Kelley,625,Male,34,6,2,0,197283,0
1652,15585067,Wilson,634,Male,31,9,1,1,179486,1
1655,15667134,Cisneros,446,Male,32,8,2,0,133293,0
1657,15575409,Rozhkova,581,Male,31,6,1,1,107137,0
1659,15654851,Obialo,748,Male,44,2,1,0,85495,0
1660,15741429,Hudson,680,Female,31,9,2,1,101139,0
1661,15682356,Veltri,655,Female,37,7,2,1,10511,0
1662,15806447,Mazzanti,690,Male,32,0,2,1,137916,0
1663,15800229,Thorpe,695,Male,40,7,1,0,193383,0
1664,15663441,Golibe,700,Female,40,4,1,1,189827,1
1666,15775082,Stewart,749,Male,42,1,2,0,143539,0
1670,15582259,Campbell,567,Female,37,7,2,1,28691,0
1672,15586880,P'eng,594,Male,41,2,2,1,42050,0
1673,15713854,Cremonesi,513,Female,37,6,2,1,110142,0
1675,15675896,Gough,680,Female,42,7,1,1,90558,1
1676,15658459,Bates,784,Male,33,10,2,1,162022,0
1677,15658057,Padovesi,812,Female,44,8,3,1,66927,1
1678,15801767,Yin,784,Female,40,8,2,1,108891,0
1680,15731478,Nicholls,712,Female,42,1,1,0,92224,0
1681,15811236,Burns,705,Male,39,6,1,1,78066,0
1682,15746749,Fleming,681,Female,32,3,2,1,59680,0
1683,15662758,Watson,620,Male,41,0,1,1,85000,0
1687,15570205,Tao,682,Male,36,5,2,1,147759,0
1688,15589348,Le Grand,850,Male,37,4,1,1,28866,0
1689,15804610,Valdez,601,Female,41,1,2,0,160607,0
1690,15700854,Cunningham,595,Male,35,8,1,1,100016,1
1691,15758836,Godfrey,675,Male,36,3,2,0,54479,0
1692,15772933,Mai,591,Male,31,8,1,1,141677,0
1694,15689612,Pirozzi,554,Female,34,8,1,0,106981,0
1695,15744614,Feng,541,Male,37,9,1,1,73551,0
1696,15704250,Akabueze,506,Male,34,7,2,0,115842,0
1697,15700255,Robson,814,Male,44,8,2,0,107014,0
1698,15669410,Yevdokimova,683,Male,30,8,2,0,24939,0
1700,15664523,Colombo,696,Female,31,8,2,1,33829,0
1701,15642833,Akubundu,608,Female,30,8,2,1,128876,0
1704,15750466,Rhodes,790,Male,42,1,1,1,198183,0
1706,15612771,Bell,452,Male,35,4,1,1,4176,0
1707,15788483,Kerr,719,Male,38,0,1,1,126876,0
1708,15732832,Jideofor,707,Female,40,5,2,1,41053,0
1710,15713843,Kao,850,Male,30,2,2,0,27937,0
1712,15617603,Mackay,850,Male,30,5,2,1,102180,0
1714,15630419,Davis,634,Male,44,9,1,1,57122,0
1715,15738828,Milano,730,Male,45,6,1,0,162478,0
1716,15778025,Dellucci,685,Male,43,9,2,0,194809,0
1717,15799479,Coles,809,Male,33,9,1,1,124046,0
1718,15684269,Gray,707,Female,35,3,1,1,17987,1
1719,15762745,Macvitie,648,Male,32,8,1,1,133653,0
1721,15725024,Pope,805,Female,33,3,2,0,33331,0
1722,15592116,Jensen,585,Female,39,7,2,1,2401,0
1723,15624391,Thomson,595,Female,30,5,1,1,178361,0
1724,15567422,Chiazagomekpele,630,Male,42,6,2,1,162698,0
1726,15574879,Wright,631,Female,37,2,2,0,23147,0
1727,15745107,Lung,776,Male,38,5,1,0,89894,0
1728,15734491,Lombardo,676,Female,36,4,2,1,3173,0
1729,15675320,Leonard,758,Female,40,5,2,0,123219,0
1730,15643824,Johnston,637,Male,33,0,2,0,74588,0
1732,15721730,Amechi,601,Female,44,4,2,1,58561,0
1734,15752508,Docherty,614,Male,32,7,2,1,51117,0
1736,15727251,Vincent,642,Male,30,8,1,0,61978,0
1738,15683677,Schiavone,769,Male,39,9,1,1,47723,0
1739,15596414,Chandler,796,Male,41,8,1,1,18510,0
1741,15672132,Butusov,695,Female,42,7,1,0,46375,0
1744,15726088,Vinogradova,476,Male,40,6,1,1,22735,0
1745,15682533,Hughes,850,Female,39,7,1,0,186911,0
1746,15772995,Ts'ao,529,Male,30,2,1,1,75285,0
1748,15659486,Yudina,586,Male,34,9,1,1,15035,0
1749,15568963,Naquin,674,Male,34,2,1,1,175709,1
1750,15703820,Endrizzi,552,Male,42,9,2,1,101070,1
1751,15569410,Tang,601,Female,33,7,2,1,153012,0
1753,15724466,Swearingen,744,Female,41,2,1,1,197549,0
1755,15802501,Onyeorulu,724,Male,33,5,2,1,121086,0
1757,15670702,Smith,618,Male,37,2,2,0,101273,0
1758,15704763,Kozlova,523,Female,39,1,1,1,118712,1
1759,15645544,Nekrasov,642,Female,30,5,1,1,583,0
1760,15757646,Olague,584,Male,35,9,2,1,192381,0
1761,15701121,Holt,521,Male,38,5,1,0,136508,1
1762,15796313,Olsen,662,Female,36,4,2,1,138871,1
1763,15815660,Mazzi,758,Female,34,1,1,1,60729,0
1764,15602844,Niu,717,Male,38,7,1,0,189176,0
1765,15636238,Graham,611,Male,40,1,2,1,102548,0
1766,15770101,Millar,766,Male,43,6,2,1,36707,0
1767,15645543,Bell,636,Female,34,3,2,1,44756,0
1770,15684267,Davila,607,Male,39,2,2,1,121945,0
1771,15689980,Willis,725,Female,36,4,1,0,131174,1
1772,15633260,Dumetochukwu,600,Male,37,1,1,0,88670,0
1774,15721303,O'Meara,640,Male,34,1,1,0,24761,0
1776,15725664,Wallace,549,Female,38,8,1,0,157443,0
1777,15674851,T'ien,622,Male,38,5,2,0,105296,0
1778,15701946,Ndubueze,715,Male,34,4,1,0,97783,0
1779,15748947,Chukwuraenye,657,Female,41,5,1,1,68256,0
1780,15673342,K'ung,703,Male,36,2,2,1,108791,0
1781,15601008,Stevenson,802,Male,33,8,2,1,143706,0
1782,15771636,Marshall,793,Female,36,0,1,0,148993,0
1783,15642002,Hayward,554,Female,35,6,2,0,95277,1
1784,15693381,Tipton,533,Male,38,1,2,0,152956,0
1785,15607691,Gibson,658,Male,36,8,1,1,94926,0
1786,15589380,Fraser,713,Male,40,3,2,1,87308,0
1787,15603846,Fang,711,Male,37,2,2,1,83979,1
1789,15725355,Morey,439,Female,43,8,1,0,104889,0
1790,15773017,Todd,763,Female,37,6,2,1,149705,0
1792,15776467,De Salis,702,Female,35,8,2,1,54689,0
1793,15746451,Barry,686,Male,41,7,1,0,194914,0
1794,15777922,Afamefuna,629,Male,36,1,2,1,146372,0
1795,15606841,Ibbott,823,Male,38,1,2,1,156604,0
1796,15757648,Marshall,683,Female,35,5,1,0,182567,0
1797,15677173,Law,555,Male,37,9,1,1,60194,0
1798,15764170,Pinto,647,Male,44,4,1,1,36580,1
1800,15612776,McKay,850,Female,39,10,2,1,143030,0
1802,15774931,She,452,Male,30,7,1,1,99017,0
1805,15605263,Chin,552,Male,33,5,1,0,10922,0
1806,15607381,King,769,Female,31,7,2,1,53817,0
1807,15683471,Hansen,691,Male,38,7,2,0,81617,0
1809,15576085,Stone,739,Male,41,5,2,0,143882,0
1813,15595221,Trevisano,850,Female,33,7,1,1,113178,0
1814,15637131,Fallaci,829,Male,38,9,2,1,30530,0
1815,15613471,Wiley,579,Male,31,2,2,1,18800,0
1816,15583499,Chiagoziem,510,Male,32,9,1,1,46128,0
1818,15804075,Chuang,628,Female,36,3,1,1,63086,0
1819,15800517,Huang,633,Male,32,5,2,1,74415,0
1820,15712319,Chukwukere,714,Male,45,8,2,0,139889,0
1822,15621432,Lee,630,Male,35,1,2,0,186826,0
1823,15779390,Theus,850,Female,31,4,1,1,162149,0
1825,15770498,Parker,798,Female,37,4,1,1,83478,0
1826,15678727,Tan,770,Male,45,4,1,1,26164,1
1829,15792649,Patterson,547,Female,31,9,2,0,99294,0
1830,15605275,Ofodile,725,Male,45,8,1,0,173464,1
1831,15572467,Chandler,506,Male,37,5,2,1,127544,0
1832,15738219,Nash,632,Female,36,7,2,1,52527,0
1834,15804394,Brenan,663,Male,32,8,1,1,47161,1
1836,15583718,Terry,696,Male,38,6,1,1,8018,0
1837,15802478,Spring,767,Male,31,6,2,1,195668,0
1839,15758813,Campbell,350,Male,39,0,2,0,123602,1
1841,15569209,Amaechi,464,Female,34,5,1,1,158669,0
1842,15788539,Foxall,501,Female,34,3,1,1,9249,0
1843,15747222,Bentley,745,Female,35,8,2,1,116581,0
1844,15769346,Baird,587,Female,36,1,2,1,44688,0
1846,15589076,Henry,737,Male,36,9,1,0,188671,1
1847,15812338,Sopuluchukwu,485,Female,30,7,1,1,107067,0
1848,15758845,Rocher,590,Female,37,0,1,0,61759,1
1849,15685844,White,518,Female,35,8,1,0,192777,0
1851,15587581,Russo,785,Female,33,5,2,1,169118,0
1853,15573741,Aliyeva,698,Male,38,10,1,1,105228,0
1854,15633574,Montes,730,Female,41,4,1,1,128247,0
1855,15711455,Kuo,740,Female,36,4,1,0,94555,1
1860,15681956,Bailey,684,Male,34,9,2,1,65258,0
1862,15786852,Nwachukwu,565,Female,38,2,2,1,179445,0
1863,15726494,Romani,481,Male,44,9,1,1,65501,1
1865,15805312,Bellucci,607,Male,45,7,1,0,113052,0
1866,15636572,Christmas,760,Female,32,7,2,1,105969,0
1868,15740164,Genovesi,715,Female,33,3,1,1,68087,0
1869,15574947,Cartwright,656,Male,36,8,2,0,21478,0
1870,15597909,Johnstone,652,Male,33,7,1,1,158438,0
1871,15782574,Warner,624,Male,33,6,2,0,76552,0
1872,15734999,Stephenson,634,Male,36,2,1,1,15888,0
1874,15766686,Nebechi,659,Female,39,1,1,1,20653,0
1875,15590268,Chu,529,Male,35,5,1,1,112782,0
1876,15763055,Onuchukwu,572,Male,31,5,1,0,119997,0
1877,15664754,Steele,640,Male,39,9,4,0,6981,1
1879,15641043,Scott,648,Male,35,7,2,1,78436,0
1880,15768095,Yeh,579,Male,31,9,1,0,139048,0
1881,15811314,Y?,589,Female,36,9,2,1,136330,0
1882,15669922,Conti,530,Female,36,2,2,1,14722,0
1883,15707114,Holder,831,Male,30,2,2,0,3430,0
1885,15713479,Ozuluonye,656,Male,35,6,2,1,1485,0
1886,15663830,De Luca,563,Male,32,6,2,1,19720,0
1887,15566958,Li Fonti,667,Male,39,7,1,1,41183,0
1888,15680918,Freeman,613,Male,34,8,1,1,139410,0
1891,15796969,Lahti,731,Male,33,4,2,1,74945,0
1892,15574783,Perkins,584,Female,37,1,2,1,180364,0
1893,15773487,Conway,634,Female,31,8,1,0,196022,0
1894,15802486,Hayes,488,Male,34,3,2,1,125979,0
1897,15604588,Li Fonti,850,Female,38,3,2,0,179361,0
1898,15735428,Talbot,673,Female,37,0,2,0,82351,0
1899,15629078,Matthias,850,Female,45,5,1,1,192744,1
1900,15806880,Boyle,627,Female,30,6,1,1,113408,0
1901,15754999,Ch'eng,570,Female,33,8,1,1,124641,0
1903,15622017,Bruno,773,Female,33,10,1,1,98820,0
1904,15705885,Smeaton,752,Male,36,2,2,1,45571,0
1910,15773605,Iadanza,670,Female,32,3,2,1,46176,0
1911,15811261,Alaniz,617,Male,42,0,1,1,120831,0
1912,15590606,Saunders,595,Male,41,9,2,1,5967,0
1914,15750264,Pinto,757,Male,30,6,2,1,62972,0
1915,15741554,Streeter,746,Male,31,2,1,1,174816,0
1918,15699772,Barclay,428,Female,40,3,2,1,72876,1
1921,15723720,McKenzie,591,Female,31,7,2,0,48778,0
1922,15638355,Woods,658,Female,35,5,1,0,156362,1
1923,15805637,Hsing,625,Male,36,9,3,1,133808,1
1924,15629575,Wheare,717,Male,36,2,1,1,179129,1
1925,15586243,Yobachi,667,Male,44,8,1,1,91811,0
1927,15716023,Pearson,693,Male,31,1,2,0,182271,0
1928,15647782,Brown,729,Male,36,8,2,1,177130,0
1930,15623791,Padovesi,632,Female,40,3,1,1,141897,0
1935,15584930,Grimmett,726,Male,30,5,2,1,2704,0
1936,15799031,Ayers,523,Male,39,3,2,1,6727,0
1937,15810457,Miller,728,Female,33,9,2,1,170764,0
1938,15697879,Webb,701,Male,30,3,2,1,45742,0
1939,15594902,Lombardi,518,Male,38,3,1,0,162305,0
1940,15799710,Wei,739,Male,37,7,1,0,80884,0
1941,15659651,Ross,531,Female,31,7,1,1,118508,1
1942,15645956,Jideofor,452,Male,44,3,1,1,69698,0
1943,15651713,King,684,Male,45,6,1,1,183575,0
1944,15737265,Nwokeocha,728,Male,39,6,1,0,161204,0
1945,15687310,Humphries,783,Male,39,9,2,1,143753,0
1947,15698321,Yobanna,648,Male,34,3,2,1,147056,0
1949,15569187,Fleming,680,Male,35,9,2,0,143774,0
1950,15681562,Trevisan,516,Female,43,2,2,1,139367,0
1951,15615456,Aleksandrova,680,Female,37,10,1,1,81777,1
1959,15737506,Tretiakova,645,Male,42,6,1,0,149807,0
1960,15780514,Fuller,707,Male,33,8,1,1,54291,0
1961,15623647,Dellucci,655,Female,36,1,1,1,86014,0
1964,15771139,Douglas,578,Male,34,8,2,1,66681,0
1965,15738318,Kung,800,Female,40,5,1,1,98640,1
1966,15772243,MacDonald,612,Female,33,9,1,0,142798,1
1969,15693468,Simmons,488,Female,39,9,1,0,12440,0
1970,15671930,H?,717,Female,36,5,2,1,145552,0
1971,15762268,Hancock,666,Female,41,10,1,1,50908,0
1973,15700174,McKay,733,Female,30,0,1,0,57769,0
1974,15635728,P'an,693,Male,41,4,2,0,156381,0
1975,15679283,Parkhill,694,Female,33,4,2,1,178124,0
1976,15591386,Golubova,622,Female,35,5,2,1,51113,0
1977,15694192,Nwankwo,598,Female,38,6,2,0,173783,0
1978,15585901,Johnson,717,Male,35,1,3,0,174770,1
1979,15792329,Mao,494,Male,37,5,2,1,172063,0
1980,15635597,Echezonachukwu,644,Male,33,8,2,1,155294,0
1981,15775880,McElyea,554,Female,30,9,2,1,40320,0
1984,15587913,Palerma,748,Female,40,4,2,1,132368,0
1985,15737605,Morris,531,Female,45,1,2,1,164742,0
1987,15772601,Lu,845,Female,41,2,2,0,199761,0
1991,15775803,Cawker,841,Male,41,1,2,0,193094,0
1992,15570859,Froggatt,626,Male,36,2,2,1,57531,0
1996,15617648,Mikkelsen,584,Female,44,5,2,1,106565,0
1998,15624781,Mbanefo,672,Female,34,1,2,1,168753,0
1999,15779497,Ts'ai,603,Male,43,5,1,1,19483,0
2000,15567399,Enderby,633,Male,43,3,1,1,158646,0
2004,15799350,Mao,632,Male,41,0,1,0,105570,0
2006,15725835,West,785,Female,32,3,2,0,52584,1
2007,15745543,Hughes,687,Male,39,7,2,1,26848,0
2008,15727384,Chukwuemeka,705,Female,43,10,1,0,10073,1
2009,15666916,Lira,639,Male,43,6,2,1,187297,0
2012,15726267,Paterson,570,Male,32,9,2,0,62811,0
2014,15742238,Dellucci,705,Male,35,4,2,1,116672,0
2015,15679024,Udinesi,553,Male,32,3,1,1,77304,0
2016,15715297,Yuan,779,Female,40,2,1,1,52894,0
2018,15602929,Wilson,728,Female,37,4,1,0,4539,0
2020,15756668,Ross,706,Male,30,3,1,1,110520,0
2021,15565779,Kent,627,Female,30,6,1,1,188258,0
2024,15731890,Chukwukere,601,Male,41,1,1,0,172815,0
2025,15633043,Fedorova,545,Female,39,6,1,0,38411,1
2026,15752953,Chien,634,Male,45,9,2,0,17623,0
2029,15635939,Fenton,458,Female,39,9,2,1,116343,0
2030,15666043,Mackey,520,Male,33,4,2,1,166103,0
2033,15658716,Banks,667,Female,37,5,3,1,178106,1
2034,15679909,Pugliesi,665,Male,41,8,2,1,132152,0
2035,15634262,Fantin,709,Male,34,4,2,1,21521,0
2036,15799825,Bentley,583,Female,44,8,2,1,27432,0
2037,15756875,Freeman,782,Male,34,6,1,0,42144,0
2041,15626684,Huang,547,Female,38,5,1,0,159207,0
2042,15709846,Yeh,840,Female,39,1,1,1,84488,0
2044,15642544,Henderson,723,Male,34,5,2,0,12092,0
2045,15566494,Fang,487,Male,45,2,2,1,77476,0
2046,15655238,Dellucci,668,Female,31,9,2,0,41292,0
2047,15733429,Chou,520,Male,34,8,2,1,343,0
2048,15814536,Conti,549,Male,37,2,2,0,47432,0
2049,15771702,Roberts,567,Female,35,5,2,1,127827,0
2050,15723008,Lo Duca,720,Female,45,1,2,1,35633,1
2052,15792222,Johnstone,712,Female,37,1,2,0,169387,0
2055,15730868,Marshall,747,Male,41,5,2,1,22750,0
2056,15705991,Kenenna,469,Male,38,9,1,0,11950,0
2057,15577078,Zakharov,539,Male,38,6,1,1,152880,1
2058,15679550,Chukwualuka,743,Male,32,9,2,1,175253,0
2061,15747980,Cattaneo,737,Male,38,6,2,1,198516,0
2062,15710295,Patrick,445,Female,38,6,2,1,175756,0
2064,15571305,Stephenson,588,Female,35,1,1,1,179866,1
2065,15569503,Yeh,765,Male,44,6,2,1,159900,0
2066,15581840,DeRose,626,Male,33,8,2,1,138504,0
2067,15772262,Vavilov,545,Male,37,9,1,1,127395,0
2068,15767794,Browne,744,Male,31,9,1,1,58961,0
2069,15629338,Collingridge de T,658,Female,31,2,1,1,103645,1
2071,15750684,Jibunoh,719,Female,42,4,1,1,28466,1
2072,15697214,Korovin,686,Female,36,5,2,1,152979,0
2073,15711015,Hammonds,743,Male,36,4,2,1,190911,0
2075,15805303,Olisanugo,661,Male,44,1,1,1,189743,1
2076,15741385,Gallop,710,Male,45,9,1,1,188574,0
2077,15780254,Gartrell,654,Male,40,6,1,0,183873,1
2078,15744843,K'ung,569,Female,34,6,1,0,196555,0
2080,15784736,Jamieson,562,Male,45,6,1,1,46864,0
2082,15809143,White,456,Male,32,9,1,1,125168,0
2083,15617617,Stewart,811,Male,39,7,2,1,177519,0
2085,15668669,Benson,423,Female,36,5,1,1,118373,1
2087,15578908,Todd,725,Female,32,0,2,1,138525,0
2089,15615020,Nnaife,595,Female,41,9,2,0,81548,0
2090,15608886,Okwudiliolisa,679,Female,33,1,2,0,69608,0
2091,15602551,Johnson,667,Male,39,9,2,1,68874,0
2092,15672945,Parkes,661,Female,37,5,1,1,81103,0
2093,15757408,Lo,655,Male,38,3,3,0,81054,1
2096,15673578,Page,611,Female,40,7,2,1,10109,0
2097,15757916,Amaechi,600,Female,38,9,2,1,58856,0
2098,15689168,Munro,531,Male,37,1,2,0,84402,0
2099,15769216,Panicucci,601,Female,43,2,1,1,49714,1
2101,15804814,Ts'ui,759,Male,40,4,2,1,124616,0
2103,15802351,Beers,755,Female,33,6,2,1,42608,0
2105,15719561,Lin,768,Male,42,5,3,0,60686,0
2106,15615096,Costa,492,Female,31,7,2,1,49463,0
2108,15714586,Marcelo,646,Female,42,3,1,0,22910,0
2110,15589224,Moore,596,Male,41,5,2,0,141054,0
2114,15686255,Mouzon,738,Male,35,6,1,0,85185,0
2115,15746594,Wu,732,Male,33,8,1,1,119883,0
2117,15671609,Ibeabuchi,701,Male,44,7,2,1,23426,0
2118,15652540,Garnsey,683,Male,31,2,2,0,77327,0
2122,15583576,Tai,671,Male,30,2,1,0,102058,0
2123,15732740,Plant,765,Female,32,9,1,0,47248,0
2125,15603851,Galkin,704,Male,32,7,4,0,184465,1
2126,15777923,Johnston,544,Female,45,6,2,0,151401,0
2127,15735719,Babbage,790,Female,40,9,2,1,70607,0
2128,15703482,Walker,710,Male,34,9,2,1,147075,0
2129,15605835,Rice,743,Male,37,8,2,0,105780,0
2130,15664881,Norton,702,Male,34,4,1,1,109496,0
2131,15757568,Bogolyubov,704,Female,45,6,1,1,137739,0
2132,15792660,Gibbons,614,Male,38,2,1,1,105141,0
2133,15599722,Chia,609,Female,43,6,2,1,113276,1
2134,15726354,Smith,688,Female,32,6,1,1,172531,0
2135,15610355,Hunter,713,Male,44,1,1,1,64375,0
2138,15588219,Ford,850,Female,38,1,2,1,29333,0
2139,15688619,Scott,718,Male,45,3,2,1,193725,0
2141,15616931,Moore,653,Male,41,8,1,1,55664,0
2143,15782591,Cook,690,Male,35,6,1,1,176962,0
2144,15612109,Speth,819,Male,38,9,2,1,181507,0
2145,15613712,Boag,634,Male,34,1,2,1,61996,0
2146,15639322,Grave,633,Male,33,4,2,1,98349,0
2148,15574167,Fox,665,Male,33,2,1,1,159841,0
2151,15771211,Perkins,668,Male,38,10,1,0,37095,0
2154,15694200,Gardner,693,Male,36,8,1,0,58720,1
2156,15725997,She,660,Female,35,6,1,1,19200,0
2157,15762138,Hu,608,Male,42,5,2,1,178504,0
2158,15750649,Uwakwe,744,Female,44,3,2,1,189016,0
2159,15685706,Bird,731,Female,40,7,1,1,156049,0
2162,15569678,Cocci,561,Male,32,6,1,1,139452,0
2163,15793842,Krichauff,700,Female,34,2,1,1,128136,0
2164,15667554,Cameron,605,Male,35,6,2,1,45207,0
2166,15585041,Ainsworth,511,Male,33,7,2,0,158314,0
2167,15780650,Biryukov,667,Male,40,9,1,1,96670,0
2168,15780846,Redding,787,Male,33,1,2,0,62164,0
2170,15621629,Scott,773,Male,43,8,2,1,35908,0
2171,15662151,Gould,554,Male,40,4,1,0,168780,0
2173,15651585,Power,661,Male,35,2,1,1,83052,0
2176,15769254,Tuan,757,Female,34,9,2,0,187012,0
2177,15704746,Inman,699,Male,35,2,2,1,55324,0
2179,15609562,MacDonald,774,Female,43,1,1,1,17004,0
2180,15787459,Parkes,745,Male,40,3,1,0,116331,0
2181,15762902,Stanley,649,Female,42,7,2,0,22974,0
2183,15724889,Chinweuba,665,Male,38,9,1,0,87413,0
2184,15730735,Henning,713,Male,38,9,2,1,26137,0
2185,15689147,Ogochukwu,652,Female,40,1,2,1,126555,0
2186,15730397,Narelle,739,Male,40,1,1,1,193321,0
2187,15762169,Bergman,556,Male,37,9,2,1,90928,1
2188,15589320,Sagese,699,Male,34,8,1,1,76510,0
2189,15799211,Anenechi,708,Female,32,8,1,1,120116,0
2190,15798310,Palerma,480,Male,35,2,1,1,197985,0
2193,15761763,Jamieson,845,Male,33,8,1,1,150665,0
2194,15764409,Goodman,613,Male,37,9,1,1,114153,0
2195,15710161,Ko,850,Female,34,2,2,1,171707,0
2198,15670753,Uvarova,614,Male,35,2,1,1,31302,0
2201,15641114,Power,701,Male,37,8,1,1,120031,0
2202,15682435,P'eng,600,Male,35,4,2,1,104077,0
2204,15672598,Walker,613,Male,30,9,1,1,175796,0
2205,15762803,Innes,509,Male,31,3,2,1,15361,0
2206,15812982,Francis,509,Male,38,2,1,0,168460,0
2207,15597901,Chidozie,609,Male,34,1,1,1,181178,0
2208,15731507,Mackenzie,456,Female,33,1,1,0,58364,0
2210,15764237,Manfrin,663,Male,33,9,2,0,91515,0
2211,15769917,Onyekachi,673,Female,34,1,3,0,76703,0
2212,15641850,Pethard,717,Male,40,0,1,1,110887,0
2213,15770974,Nwabugwu,741,Female,37,8,2,0,109843,0
2214,15803749,DeRose,498,Female,41,4,2,1,12577,1
2216,15770225,Padovesi,493,Male,36,9,2,1,65817,0
2218,15610337,Stephens,666,Male,35,2,1,1,175015,0
2219,15752488,Emery,733,Female,31,9,1,1,115442,0
2220,15610056,Dufresne,631,Female,34,6,2,0,128247,0
2222,15736069,Hsing,767,Female,35,6,1,1,115567,1
2223,15763662,Longo,711,Male,43,2,2,1,175424,0
2224,15615575,Vial,722,Male,34,8,2,1,133447,0
2226,15774098,Grant,701,Male,38,3,2,0,52045,0
2229,15610594,Moss,644,Female,37,8,2,1,20969,0
2230,15756125,Booth,757,Male,44,5,2,1,158735,0
2231,15623277,Ross,696,Female,30,8,2,1,196134,0
2232,15795954,Ndukaku,746,Male,35,2,1,1,22375,0
2233,15671969,Pruneda,649,Male,36,8,2,1,161668,0
2234,15791268,Neumann,565,Male,38,0,1,0,67339,0
2235,15713655,Calabrese,720,Female,38,10,2,1,56230,1
2237,15712849,Tung,632,Male,41,3,1,0,177645,1
2238,15639077,Marchesi,622,Female,30,2,3,1,142343,1
2240,15648577,Pickering,493,Female,31,3,1,1,176570,1
2241,15670345,Mazzi,785,Female,33,6,1,0,191962,0
2242,15633112,Madukaego,681,Male,42,3,2,1,9453,1
2243,15714397,Trentino,621,Female,30,2,2,1,165257,0
2244,15780038,Paterson,756,Male,38,6,1,1,169764,1
2247,15800326,Poole,717,Female,39,6,2,1,93276,0
2248,15785485,Zhou,595,Female,41,2,1,0,112270,0
2249,15783958,Bates,539,Female,37,1,2,0,2187,0
2250,15727546,Olejuru,762,Male,35,9,2,1,43076,0
2253,15604782,Tan,733,Female,33,7,1,0,190431,0
2254,15589643,Ngozichukwuka,684,Female,41,7,1,1,138394,0
2255,15585533,Calabrese,679,Male,36,6,1,0,172501,0
2256,15681506,Lane,478,Male,43,1,2,1,197916,0
2257,15630551,Forbes,696,Male,33,2,1,1,7035,0
2258,15698349,Davy,686,Female,35,4,2,1,159677,0
2259,15776631,Ma,466,Female,36,5,1,0,80604,0
2260,15762216,Barrera,686,Female,41,4,2,1,187600,0
2263,15586264,Murray,572,Male,43,2,1,1,26451,1
2266,15734628,Lysaght,623,Female,35,5,2,1,101192,0
2267,15629323,Kelechi,617,Female,37,4,2,1,175325,1
2268,15666823,Nebechi,425,Male,39,4,2,1,197226,0
2270,15613097,Kao,605,Female,33,4,2,0,83701,0
2271,15622217,Tu,538,Female,38,8,2,0,28226,1
2278,15667620,Dreyer,732,Female,43,6,2,1,65732,0
2279,15582960,Short,473,Female,33,5,1,0,145699,0
2280,15590730,Hunt,745,Male,34,9,2,1,50046,0
2281,15763747,Ricci,732,Male,36,7,2,1,60830,0
2282,15778320,Teng,848,Female,40,5,1,0,158854,0
2283,15642787,Ijendu,572,Male,37,1,1,0,111243,0
2284,15624633,Kibby,702,Male,45,9,1,1,171015,0
2285,15766765,Obiuto,664,Male,39,7,1,1,170835,0
2287,15640161,Calabrese,618,Male,44,5,2,0,139298,0
2289,15579166,Munro,619,Female,30,7,1,1,160949,0
2294,15801265,Tang,689,Female,45,0,1,1,197804,1
2295,15589204,Farrar,591,Male,33,9,1,1,118782,0
2296,15664543,Shaw,699,Male,40,7,1,0,152876,1
2298,15797595,Greenhalgh,709,Female,40,9,1,1,103971,0
2301,15647266,Y?an,651,Female,45,10,1,1,18733,0
2304,15635078,Chiemela,714,Male,45,0,1,0,187194,0
2305,15680141,Yuan,759,Female,35,7,1,1,106786,0
2307,15602034,Kolesnikov,697,Female,34,2,1,1,73334,0
